    CÓDIGO | DESCRIÇÃO                                                |  PREÇO U$         
     48790 | SPEAKER MOBILE MOX MO-S906 MINI BLANCO                   |      22.00
     90666 | SPEAKER MOBILE MOX MO-S906 MINI ROSADO                   |      22.00
     16910 | SPEAKER MOBILE MOX MO-S910 MINI SD/USB/FM NEG. (G)       |      18.00
     22910 | SPEAKER MOBILE MOX MO-S910 MINI SD/USB/FM ROJO (G)       |      18.00
     91191 | SPEAKER MOBILE MOX MO-S911 MINI BLANCO                   |      17.00
     91225 | SPEAKER MOBILE MOX MO-S912 FM MINI AZUL                  |      18.00
     33478 | SPEAKER MOBILE MOX MO-S912 FM MINI PINK                  |      18.00
     91305 | SPEAKER MOBILE MOX MO-S913 FM MINI BLANCO/ROSADO         |      27.00
     91313 | SPEAKER MOBILE MOX MO-S913 MINI BLANCO/AZUL              |      24.00
     65331 | SPEAKER MOBILE MOX MO-S913 MINI ROSADO                   |      24.00
     91659 | SPEAKER MOBILE MOX MO-S916 MINI NEGRO                    |      22.00
     53918 | SPEAKER MOBILE MOX MO-S918 FM BLANCO                     |      25.00
     91853 | SPEAKER MOBILE MOX MO-S918 FM NEGRO                      |      25.00
     51246 | SPEAKER MOBILE MOX MO-S921 MINI SILV                     |      24.00
     38856 | SPEAKER MOBILE SATEL. AS-885 USB/SD/MMC/FM NEGRO         |      22.00
     25653 | SPEAKER MOBILE SU-25 USB/SD/FM (B)                       |      30.00
     38026 | SPEAKER MOBILE SU-38 USB/FM (B)                          |      27.00
     21561 | SPEAKER MOBILE X-TECH XT-061 BLUETOOTH                   |      23.00
     91284 | SPEAKER MOBILE X-TECH XT-091 USB/SD/FM BLANCO            |      25.00
     83212 | SPEAKER MTEK LK8321 NEGRO 2.1                            |      19.50
      7498 | SPEAKER MTEK SPK-1310 NEGRO 110 SUBW0                    |      14.00
      5151 | SPEAKER MTEK SPK-510 5.1 SUBWOOFER                       |      30.00
      9967 | SPEAKER MTEK SPK-695 USB BLANCO                          |       3.50
      0785 | SPEAKER MTEK SPK-785 NEGRO USB                           |       6.00
     37150 | SPEAKER NANSIN M1 2.1 NEGRO BIVOLT C/RADIO               |      50.00
      2789 | SPEAKER OMEGA BSR-3800 5.1 BIVOLT                        |      62.00
     15026 | SPEAKER ORANGE OR-MS11 MINI NEGRO                        |      30.00
     21593 | SPEAKER ORANGE OR-MS21 MINI AZUL SD                      |      24.00
     21894 | SPEAKER ORANGE OR-MS21 MINI BLANCO SD                    |      24.00
     21637 | SPEAKER ORANGE OR-MS21 MINI NARANJA SD                   |      24.00
     21599 | SPEAKER ORANGE OR-MS21 MINI NEGRO SD                     |      24.00
     21751 | SPEAKER ORANGE OR-MS21 MINI ROSADO SD                    |      24.00
     22457 | SPEAKER ORANGE OR-MS22 MINI AZUL USB/SD                  |      30.00
     22635 | SPEAKER ORANGE OR-MS22 MINI NEGRO USB/SD                 |      30.00
     22784 | SPEAKER ORANGE OR-MS22 MINI ROJO USB/SD                  |      30.00
     22598 | SPEAKER ORANGE OR-MS22 MINI ROSADO USB/SD                |      30.00
     15031 | SPEAKER PHILIPS SBA1503 MINI PLATA                       |      18.00
     72642 | SPEAKER PIXXO SP-264GL MINI 5W AZUL                      |       9.00
     59725 | SPEAKER PIXXO SP-264GP MINI 5W ROSADO                    |       9.00
     26418 | SPEAKER PIXXO SP-264GR MINI 5W ROJO                      |       9.00
     45287 | SPEAKER PIXXO SP-264GW MINI 5W BLANCO                    |       9.00
     98002 | SPEAKER PIXXO SP-9800 NEGRO                              |       8.00
     88180 | SPEAKER PIXXO SP-A8AII 2.0 NEGRO 110V                    |      89.00
     47186 | SPEAKER PIXXO SP-D2.2 NEGRO 110V                         |      37.00
     22203 | SPEAKER PIXXO SP-E03 2.1 10W NEGRO 110V                  |      22.00
     17196 | SPEAKER PIXXO SP-N700 MINI 2W NEGRO                      |      10.00
     91921 | SPEAKER PIXXO SP-V9S 2.1 28W USB/SD 110V                 |      64.00
      3269 | SPEAKER SATEL. AS-311 250W NEGRO/PLATA                   |       6.00
     48436 | SPEAKER SATEL. AS-5600U 5.1 USB/SD/MMC NEGRO             |      52.00
     59155 | SPEAKER SATEL. AS-590 5.1 NEGRO C/CONTROLE               |      55.00
     56591 | SPEAKER SATEL. AS-591 5.1 NEGRO C/CONTROLE               |      62.00
     66672 | SPEAKER SATEL. AS-667 USB                                |       8.50
      9260 | SPEAKER SATEL. AS-861 NEGRO 800W 2.1                     |      17.50
       868 | SPEAKER SATEL. AS-868 2.1 NEGRO 800W                     |      13.00
      8388 | SPEAKER SATEL. AS-878P BIVOLT NEGRO                      |      34.00
      8996 | SPEAKER SATEL. AS-878RFP 2.1 C/CONTROLE NEGRO            |      40.00
      5387 | SPEAKER SATEL. AS-878S BIVOLT PLATA                      |      31.50
      6632 | SPEAKER SATEL. AS-878U USB/SD/MMC/FM NEGRO               |      43.00
     22882 | SPEAKER SATEL. AS-882 2.2 WOOFER NEGRO                   |      39.00
     88301 | SPEAKER SATEL. AS-883 NEGRO 2.1 BIVOLT                   |      49.00
     56886 | SPEAKER SATEL. AS-886U NEGRO 2.1 BIVOLT                  |      32.00
     35432 | SPEAKER SONY SS-SP20B PLATA                              |     103.00
     10135 | SPEAKER VIBE BEATS V10 PORTABLE VIBRATION                |      15.00
     18014 | SPEAKER VICKER VK-01 MINI AZUL                           |      16.00
     18422 | SPEAKER VICKER VK-01 MINI NEGRO                          |      16.00
     16069 | TABLET  ASUS TECLADO TRANSFORMER TF101 MARRON            |     155.00
     84314 | TABLET  CAPA IPAD ILUV ICC805 BEIGE/AZUL                 |      30.00
     84024 | TABLET  CAPA IPAD ILUV ICC805 ROSADO/LILA                |      30.00
     84055 | TABLET  CAPA IPAD ILUV ICC806 ROSADO                     |      30.00
     83966 | TABLET  CAPA SILICONE IPAD ILUV ICC802 ROSADO            |      22.00
     22781 | TABLET  CAPA SILICONE P/PLAYBOOK (G)                     |      26.00
     12379 | TABLET  CARRE. SAMSUNG GALAXY                            |      46.00
     66154 | TABLET  PELICULA TELA P/PLAYBOOK (G)                     |      23.00
     42461 | TABLET ACER A500-10S16A DC 1.0/1/16/C/10.1''             |     430.00
     72765 | TABLET ACER A500-10S32A DC 1.0/1/32/C/10.1''             |     510.00
     50414 | TABLET ACER W500-BZ414 DC C-50/2/32/C/10.1''             |     590.00
     46750 | TABLET ACER W500-BZ467 DC C-50/2/32/C/10.1''             |     585.00
     80254 | TABLET AOC MW0812 2.3/4GB USB/WIFI/BLUET NEGRO           |     215.00
     88784 | TABLET ASUS 1G/16G/10'' TF-101 TRANSFORMER               |     480.00
     79356 | TABLET BAK  2GB iBAK-793GPS 7'' WIFI/1CH NEGRO           |     255.00
     24798 | TABLET BAK  2GB iBAK-GPS798DTV 7'' WIFI/2CH BLANCO       |     187.00
     79803 | TABLET BAK  2GB iBAK-GPS798DTV 7'' WIFI/2CH PLATA        |     187.00
     89475 | TABLET BAK  4GB iBAK-1075 10'' WIFI/RJ45 NEGRO           |     190.00
     87547 | TABLET BAK  4GB iBAK-1075 10'' WIFI/RJ45 PLATA           |     190.00
     98532 | TABLET BAK  4GB iBAK-775 7'' WIFI/RJ45/TC BLANCO         |     148.00
     17619 | TABLET BAK  4GB iBAK-775 7'' WIFI/RJ45/TC NEGRO          |     148.00
     85731 | TABLET BAK  4GB iBAK-775 7'' WIFI/RJ45/TC PLATA          |     148.00
     34269 | TABLET BAK  4GB iBAK-775 7'' WIFI/RJ45/TC ROSADO         |     148.00
     45800 | TABLET BAK  4GB iBAK-784 7'' WIFI/RJ45/TC  VERDE         |     122.00
     98784 | TABLET BAK  4GB iBAK-784 7'' WIFI/RJ45/TC CELESTE        |     122.00
     78457 | TABLET BAK  4GB iBAK-784 7'' WIFI/RJ45/TC LILA           |     122.00
     66547 | TABLET BAK  4GB iBAK-784 7'' WIFI/RJ45/TC ROJO FOS       |     122.00
     36253 | TABLET BAK  4GB iBAK-784 7'' WIFI/RJ45/TC ROJO/KIT       |     122.00
     51879 | TABLET BAK  4GB iBAK-784 7'' WIFI/RJ45/TC ROSADO         |     122.00
     74974 | TABLET BAK  6GB iBAK-GPS794 7'' WIFI/TC BLANCO           |     170.00
     79794 | TABLET BAK  6GB iBAK-GPS794 7'' WIFI/TC NEGRO            |     175.00
     53795 | TABLET BAK  6GB iBAK-GPS7953 3G 7'' WIFI/TC BLANC        |     225.00
     21626 | TABLET BLACKBERRY PLAYBOOK DC 1.0/1/32/C/7''             |     740.00
     10824 | TABLET COBY  4GB MID1024 KYROS 10'' WIFI HDMI GRI        |     245.00
     70151 | TABLET COBY  4GB MID7015 KYROS 7'' WIFI NEGRO            |     135.00
     70164 | TABLET COBY  4GB MID7016 KYROS 7'' WIFI NEGRO            |     135.00
     70224 | TABLET COBY  4GB MID7022 KYROS 7'' WIFI NEGRO            |     190.00
     47024 | TABLET COBY  4GB MID7024 KYROS 7'' WIFI HDMI GRIS        |     175.00
     71682 | TABLET COBY  4GB MID8024 KYROS 8'' WIFI HDMI GRIS        |     185.00
     13603 | TABLET MOTOROLA XOOM DC 1.0/32/C/10'' NEGRO              |     580.00
     69581 | TABLET MOX PAD10  10'' 256MB/WIFI PLATA                  |     233.00
     63153 | TABLET MOX PAD726  7'' 4G/512MB/1C/WIFI BLANCO           |     200.00
     40213 | TABLET MOX PAD729 7'' 4G/512MB/WIFI PLATA                |     216.00
     53610 | TABLET MOX PAD730  7'' 4G/256MB/WIFI NEGRO               |     120.00
     40362 | TABLET MOX PAD820 7'' 4G/512MB/WIFI NEGRO                |     230.00
     72013 | TABLET ORANGE  4GB OR-TB007 7'' WIFI/HDMI/C PLATA        |     170.00
     12284 | TABLET ORANGE  4GB OR-TB12 7'' WIFI NEGRO                |     190.00
     22403 | TABLET ORANGE  8GB OR-TB002 7'' WIFI/C NEGRO             |     175.00
     31587 | TABLET ORANGE  8GB OR-TB002 7'' WIFI/C PLATA             |     175.00
     51161 | TABLET ORANGE  8GB OR-TB005 7'' WIFI NEGRO               |     170.00
     87849 | TABLET ORANGE  8GB OR-TB7700 7'' WIFI/HDMI/C PLATA       |     275.00
     71382 | TABLET PANDIGITAL  1GB PRD07T10 7'' WIFI BLANCO          |     110.00
     10463 | TABLET PV 10.1'' TEGRA  1.0/512/WIFI NEGRO               |     346.00
     31010 | TABLET SAMSUNG 16GB GT-P1010C GALAXY                     |     365.00
     78718 | TABLET SATEL. AM718 4GB 7'' WIFI ANDROID                 |     128.00
     42274 | TABLET SATEL. AM728 DC 1.2/512/4/C/7'' WIFI (G)          |     200.00
     11555 | TEC. AT GENIUS AKE-577 EAGLE TOUCH +SERIAL BOX (B)       |       3.30
        18 | TEC. AT MTEK K297 ABNT BLANCO                            |       3.50
      0920 | TEC. NUM. S/F LOG. 920-000217                            |      39.00
     64611 | TEC. NUM. S/F TARGUS AKP11US NEGRO                       |      22.00
     33017 | TEC. NUM. U+P MOX MO-KB330 BOX                           |       5.00
     52369 | TEC. NUM. USB DR.HANK KB-001G NEGRO                      |      13.00
     81052 | TEC. NUM. USB KLIPX KNP-100 NEGRO                        |      11.00
     98304 | TEC. NUM. USB KLIPX KNP-101 MULTIMIDIA NEGRO             |      15.00
     88487 | TEC. NUM. USB KLIPX KNP-180                              |      12.00
     29180 | TEC. NUM. USB MOX MO-KB180 BOX FLEXIVEL NEGRO            |       5.00
     11970 | TEC. NUM. USB MTEK PT970 NEGRO                           |      13.00
     40170 | TEC. NUM. USB SATEL. AK-170                              |       6.50
      1411 | TEC. NUM. USB SATEL. AK-180 NEGRO                        |      10.00
     47361 | TEC. NUM. USB SATEL. AK-200 NEGRO CALCULADORA            |      12.00
     31017 | TEC. PS2 HOME FREE FR-101 ABNT NEGRO                     |       9.00
     18001 | TEC. PS2 JTEC ABNT AN-XP8000 BOX BLANCO (B)              |       4.30
     59407 | TEC. PS2 KLIPX KKM-100S MULT. ESP. NEGRO                 |      12.00
      7021 | TEC. PS2 MONTEREY K7100 ABNT BLANCO                      |       1.75
     92882 | TEC. PS2 MTEK K2802E ESPANHOL NEGRO                      |       6.50
      7022 | TEC. PS2 MTEK K297 ABNT BLANCO                           |       3.50
      7025 | TEC. PS2 MTEK K297 INGLES BLANCO                         |       3.50
      0733 | TEC. PS2 MTEK K7300 MULT. SLIM ESPANHOL NEGRO            |      11.00
      7097 | TEC. PS2 MTEK K97/K2802 ABNT NEGRO                       |       6.50
     52354 | TEC. PS2 PIXXO KM-8A MULT. ABNT. NEGRO                   |       9.00
     89426 | TEC. PS2 PIXXO KM-8A MULT. ESP. NEGRO                    |      10.00
     20709 | TEC. PS2 SATEL. AK-813 ABNT MULT. BLANCO                 |       5.00
     80830 | TEC. S/F DR.HANK KR-808 +MOUSE ABNT NEGRO                |      23.00
     93110 | TEC. S/F KLIPX KKW-110E MULT.+MOUSE NEGRO                |      27.00
     92594 | TEC. S/F LOG.920-000594 DINOVO MINI NEGRO                |     152.00
     77900 | TEC. S/F MTEK KM7900G MULT.+MOUSE ABNT NEGRO             |      29.00
     72801 | TEC. S/F PIXXO KA-7AC2+MOUSE ABNT NEGRO                  |      26.00
     46075 | TEC. S/F SATEL. AK-705G MULT. +MOUSE ABNT NEGRO          |      26.00
     47125 | TEC. S/F SATEL. AK-705G MULT. +MOUSE ESP. NEGRO          |      25.00
     71020 | TEC. U+P MOX MO-KB1000 BOX FLEXIVEL BLANCO PT.           |       7.00
     37282 | TEC. U+P MOX MO-KB1000 BOX FLEXIVEL ROJO PT.             |       7.00
     17025 | TEC. U+P MOX MO-KB1000 TUBO FLEXIVEL ROSADO PT.          |       7.00
      1467 | TEC. U+P SATEL. AK-810 ABNT NEGRO/ACRILICO               |      12.50
     23610 | TEC. USB DR.HANK KM-168B MULT. ABNT NEGRO                |       7.00
     44159 | TEC. USB DR.HANK KM-178B MULT. ABNT NEGRO                |       8.00
     18256 | TEC. USB DR.HANK KM-182B MULT. ESP. NEGRO                |      11.00
     33279 | TEC. USB DR.HANK KM-332B MULT. ESP. NEGRO                |       9.00
     77332 | TEC. USB DR.HANK KM-338B MULT. ABNT NEGRO                |       9.00
     32659 | TEC. USB DR.HANK KM-X32B MULT. ESP. NEGRO                |      11.00
     62456 | TEC. USB DR.HANK KM-X38B MULT. ABNT NEGRO                |      17.00
     36210 | TEC. USB DR.HANK MULT RK-807B C/MOU/WIR/ABNT/NEGRO       |      24.00
     26732 | TEC. USB IDEAZON GBU-100 MULT.+MOUSE+FONE                |      72.00
     10179 | TEC. USB KLIPX KKM-101E MULT. INGLES NEGRO               |      15.00
     80598 | TEC. USB KLIPX KKM-101S MULT. ABNT/ESP. NEGRO            |      12.50
     92478 | TEC. USB LOG.920-002478 CLAVIER K120 US                  |      22.00
     92716 | TEC. USB LOG.920-002716 MK200 +MOUSE ESPAN               |      39.00
      2808 | TEC. USB MTEK K2802 ABNT NEGRO                           |       7.50
     28028 | TEC. USB MTEK K2802 ESPANHOL NEGRO                       |       7.50
     38018 | TEC. USB MTEK K3801V MULT. VOIP ABNT NEGRO               |      12.00
     41092 | TEC. USB MTEK K7300 MULT. SLIM ABNT NEGRO                |      10.00
     52468 | TEC. USB PIXXO KM-7A MULT. ABNT NEGRO                    |       8.50
     35676 | TEC. USB PIXXO KM-C028UU00 SLIM ABNT NEGRO               |      10.00
     23728 | TEC. USB PIXXO KM-X728 +2USB MULT. ABNT NEGRO            |      15.00
     32601 | TEC. USB SATEL  AK-601 KIDS +MOUSE COLOR                 |      17.00
     96679 | TEC. USB SATEL. AK-805P  MULT. ESP. NEGRO                |       9.00
     76805 | TEC. USB SATEL. AK-805P MULT. ABNT NEGRO                 |       9.00
      3999 | TEC. USB SATEL. AK-808 USB/FONE-MIC GRIS                 |      13.00
      0781 | TEC. USB SATEL. AK-812 ABNT PLATA/NEGRO                  |      12.00
     56872 | TEC. USB SATEL. AK-812 ESP. PLATA/NEGRO                  |      12.00
     81423 | TEC. USB SATEL. AK-814 ABNT MULT. NEGRO                  |       7.50
     84814 | TEC. USB SATEL. AK-814 ESP. MULT NEGRO                   |       7.50
     96587 | TEC. USB SATEL. AK-817 ABNT NEGRO                        |       8.50
      5272 | TEC. USB SATEL. AK-818A ABNT SLIM ALUMINIO               |      23.00
     88281 | TEC. USB SATEL. AK-821 ABNT MULT. NEGRO                  |       9.50
     21821 | TEC. USB SATEL. AK-821 ESP. MULT. NEGRO                  |       9.50
     22822 | TEC. USB SATEL. AK-822 MULT. ABNT NEGRO                  |       9.00
     99490 | TEC. USB SATEL. AK-900 ABNT NEGRO                        |       7.00
     47286 | TEC. USB SATEL. AK-XP4 MULT. ABNT NEGRO                  |      19.50
     47558 | TEC. USB SATEL. AK-XP4 MULT. ESP. NEGRO                  |      19.50
     99890 | TEL. CELULAR BLACKBERRY 9800 TORCH 4GB BLANCO            |     508.00
     64511 | TEL. CELULAR BLACKBERRY 9800 TORCH 4GB NEGRO             |     508.00
     48585 | TEL. CELULAR HTC T8585 4B HD2 NEGRO                      |     375.00
     38320 | TEL. CELULAR LG A155 2CH MARRON                          |      50.00
     19980 | TEL. CELULAR LG A190 2CH NEGRO                           |      44.00
     11285 | TEL. CELULAR LG GX-200 4B/2CH/2G/1C NEGRO                |      90.00
     33744 | TEL. CELULAR NOKIA N8-00 NARANJA                         |     510.00
     10096 | TEL. CELULAR PHILIPS X100 2B/2CH NEGRO (E)               |      50.00
     50398 | TEL. CELULAR PHILIPS X503 3B/2CH/1C NEGRO (E)            |     105.00
     80696 | TEL. CELULAR PHILIPS X806 4B/2CH/2C NEGRO (E)            |     145.00
     82114 | TEL. CELULAR SAMSUNG E-1182  2B/2CH BLANCO/PLATA         |      52.00
     57836 | TEL. CELULAR SAMSUNG E-1182  2B/2CH PLATA/NEGRO          |      52.00
     32587 | TEL. CELULAR SAMSUNG GT-C3222 ROSADO                     |      90.00
     52306 | TEL. CELULAR SAMSUNG GT-S5230 4B/1CH/1/C NEGRO           |     125.00
     18113 | TELEFONE GRUNDIG CEP1811GB3-A CALIOS 1                   |      51.00
     31821 | TELEFONE GRUNDIG CEP1821GB3-A SINIO 1                    |      51.00
     81066 | TELEFONE GRUNDIG P8101G SLIMLINE                         |       8.00
     81028 | TELEFONE GRUNDIG P8102G SLIMLINE DUAL MODE ID            |      11.00
     70178 | TELEFONE S/F PHILIPS CD1701B/78 BIVOLT NEGRO             |      31.00
     70278 | TELEFONE S/F PHILIPS CD1702B/78DUO BIVOLT                |      44.00
     17038 | TELEFONE S/F PHILIPS CD1703B TRI BIVOLT NEGRO            |      62.00
     45781 | TERMOMETRO CLINICO MORE FITNESS MF-101 ANALO (G)         |       3.00
